ai_register_id,name_ai_system_en,name_ai_system_fr,government_organization,description_ai_system_en,description_ai_system_fr,ai_system_primary_users_en,ai_system_primary_users_fr,developed_by_en,developed_by_fr,vendor_information,ai_system_status_en,ai_system_status_fr,status_date,ai_system_capabilities_en,ai_system_capabilities_fr,data_sources_en,data_sources_fr,involves_personal_information,personal_information_banks_en,personal_information_banks_fr,notification_ai,ai_system_results_en,ai_system_results_fr
2526-AAFC-AAC-008,Powdery Mildew Detection,Détection de l'oïdium,Agriculture and Agri-Food Canada / Agriculture et agroalimentaire Canada," The project aims to address the challenge of accurate and efficient identification of plant diseases, specifically focusing on the detection of powdery mildew. Powdery mildew is a common fungal disease that affects a wide range of plant species, leading to decreased crop quality and yield. The project seeks to develop a user-friendly web application embeded with AI functionalities that empowers farmers, gardeners, and agricultural enthusiasts to detect powdery mildew and make informed decisions for disease management. "," Le projet vise à relever le défi de l'identification précise et efficace des maladies des plantes, en se concentrant spécifiquement sur la détection de l'oïdium. L'oïdium est une maladie fongique courante qui affecte un large éventail d'espèces végétales, entraînant une diminution de la qualité et du rendement des cultures. Le projet vise à développer une application Web conviviale intégrant des fonctionnalités d'IA qui permet aux agriculteurs, aux jardiniers et aux passionnés d'agriculture de détecter l'oïdium et de prendre des décisions éclairées pour la gestion des maladies. ",GC employees,Employés du GC,Government of Canada,Gouvernement du Canada,,In development,En cours de développement,2024,"Computer vision/image recognition, machine learning algorithm","Vision par ordinateur/reconnaissance d'images, algorithme d'apprentissage automatique",Images and scientific research papers,Images et documents de recherche scientifique,N,,,Y,"Desired outcomes:
- Accurate disease detection: Provide users with reliable and accurate identification of powdery mildew in plant leaves. 
- User empowerment: Enable users to make informed decisions about disease management strategies based on detection results. 
- Increased crop health: Contribute to healthier crops, improved agricultural practices, and reduced economic losses due to disease. 
- Usability and accessibility: Develop an intuitive and accessible web interface that caters to users with varying levels of technical expertise. 
 ","Résultats visés:
- Détection précise des maladies : Fournissez aux utilisateurs une identification fiable et précise de l'oïdium dans les feuilles des plantes. 
- Autonomisation des utilisateurs : permet aux utilisateurs de prendre des décisions éclairées sur les stratégies de gestion des maladies en fonction des résultats de la détection. 
- Amélioration de la santé des cultures : Contribue à des cultures plus saines, à l'amélioration des pratiques agricoles et à la réduction des pertes économiques dues aux maladies. 
- Convivialité et accessibilité : Développer une interface Web intuitive et accessible qui s'adresse aux utilisateurs ayant différents niveaux d'expertise technique. "
2526-AAFC-AAC-009,ProteBee - AI Analysis Tool for Evaluation,ProteBee - Outil d'analyse de l'IA pour l'évaluation,Agriculture and Agri-Food Canada / Agriculture et agroalimentaire Canada,"This project aims to implement a generative AI assistant to support qualitative data analysis. This tool will allow staff to query and summarize content from SharePoint folders using prompts informed by evaluation frameworks. It will generate outputs with precise references, helping evaluators identify insights and refine their analysis.
Operating in a secure, sandboxed environment, the assistant may also reference publicly available AAFC information. By streamlining tasks like summarization and coding, it will free up time for deeper research and stakeholder engagement. The goal is to enhance, not replace, evaluator capacity, enabling more efficient, inclusive, and insightful evaluations.","Ce projet vise à mettre en œuvre un assistant d'IA générative pour soutenir l'analyse qualitative des données. Cet outil permettra au personnel d'interroger et de résumer le contenu des dossiers SharePoint à l'aide d'invites fondées sur les cadres d'évaluation. Il générera des extrants avec des références précises, ce qui aidera les évaluateurs à cerner les idées et à affiner leur analyse.
Travaillant dans un environnement sécurisé de bac à sable, l'assistant peut également consulter des renseignements d'AAC accessibles au public. En simplifiant les tâches telles que la synthèse et le codage, cela libérera du temps pour des recherches plus approfondies et la mobilisation des parties prenantes. L'objectif est d'améliorer, et non de remplacer, la capacité des évaluateurs afin de permettre des évaluations plus efficaces, inclusives et perspicaces.",GC employees,Employés du GC,Government of Canada,Gouvernement du Canada,,In development,En cours de développement,2025,Generative AI Tool - LLM Search,Outil d'IA générative - Recherche grand modèle de langage,AAFC Sharepoint site,Site SharePoint d'AAC,N,,,Y,The objective is to develop an AI assistant that will help process high volume of data and find references rapidly reducing the analysis processing time by at least 50%,"L'objectif est de développer un assistant d'IA qui aidera à traiter un grand volume de données et à trouver des références rapidement, réduisant ainsi le temps de traitement de l'analyse d'au moins 50%."
2526-AAFC-AAC-010,Digitizing Insect Labels,Numérisation des étiquettes d'insectes,Agriculture and Agri-Food Canada / Agriculture et agroalimentaire Canada,"This project aims to automate the transcription of insect collection labels using Generative AI (GenAI) models. The insect collection includes approximately 100,000 specimens with photographed labels that have not yet been transcribed into the central database. 
The solution includes using GenAI models to extract text from these images, both printed and handwritten, and structure the extracted content into a predefined format suitable for direct integration with the existing insect database. ","Ce projet vise à automatiser la transcription des étiquettes de collection d'insectes à l'aide de modèles d'IA générative. La collection d'insectes comprend environ 100 000 spécimens portant des étiquettes photographiques qui n'ont pas encore été transcrits dans la base de données centrale. 
La solution comprend l'utilisation de modèles GenAI pour extraire le texte de ces images, imprimées et manuscrites, et structurer le contenu extrait dans un format prédéfini adapté à l'intégration directe avec la base de données d'insectes existante. ",GC employees,Employés du GC,Government of Canada,Gouvernement du Canada,,In development,En cours de développement,2025,"Image and object recognition, Process optimization and workflow automation","Reconnaissance d'images et d'objets, optimisation des processus et automatisation des flux de travail",Images and scientific research papers available on AAFC network,Images et articles de recherche scientifique disponibles sur le réseau d'AAC,N,,,Y,"This system will streamline the digitization process, reduce manual transcription workload, and improve data accessibility for research and curation. ","Ce système simplifiera le processus de numérisation, réduira la charge de travail de transcription manuelle et améliorera l'accessibilité des données pour la recherche et la conservation. "
2526-AAFC-AAC-011,OneHealth Emergency Tool,Outil d'urgence OneHealth,Agriculture and Agri-Food Canada / Agriculture et agroalimentaire Canada,"The project is to develop a flexible and scalable system in order to search and compile publicly available One Health risk indicators. Use cases may span zoonotic diseases, antimicrobial resistance, transmissible animal diseases, and plant and animal diseases with significant health and economic impacts. 
The project will aim at collecting and filtering publicly available data sources. Another objective will be to store and export outputs in a structured, editable format. And lastly, developing a cumulative repository while avoiding duplication. ","Le projet consiste à mettre au point un système souple et évolutif permettant de rechercher et de compiler des indicateurs de risque « Une seule santé » accessibles au public. Les cas d'utilisation peuvent englober les maladies zoonotiques, la résistance aux antimicrobiens, les maladies animales transmissibles et les maladies végétales et animales ayant des répercussions importantes sur la santé et l'économie. 

Le projet visera à recueillir et à filtrer les sources de données accessibles au public. Un autre objectif sera de stocker et d'exporter les résultats dans un format structuré et modifiable. Et enfin, développer un référentiel cumulatif tout en évitant les doublons. ",GC employees,Employés du GC,Government of Canada,Gouvernement du Canada,,In development,En cours de développement,2025,"Generative AI Tool - LLM Search, Process Optimization and workflow automation","Outil d'IA générative – Recherche grand modèle de langage, optimisation des processus et automatisation du flux de travail","AAFC Sharepoint site, publicly available data (research papers, websites)","Site SharePoint d'AAC, données accessibles au public (documents de recherche, sites Web)",N,,,Y,"The system objective is to track, analyze, and report emerging threats relevant to One Health within the Canadian context.  It will also help to prioritize research and resource allocation by identifying the emerging threats and knowledge gaps across human, animal, plant and environmental health sectors. ","L'objectif du système est de suivre, d'analyser et de signaler les menaces émergentes pertinentes pour « Une seule santé » dans le contexte canadien.  Il aidera également à établir l'ordre de priorité de la recherche et de l'allocation des ressources en cernant les menaces émergentes et les lacunes dans les connaissances dans les secteurs de la santé humaine, animale, végétale et environnementale. "
2526-AAFC-AAC-012,Data and Digital Requirements Intake Solution,Solution de réception des données et des exigences numériques,Agriculture and Agri-Food Canada / Agriculture et agroalimentaire Canada,"The proposed initiative aims to streamline and reduce administrative overhead in the Data and Digital Requirements (DDR) processes by incorporating AI and/or automation technologies.  The processes and tool is used by the Project Management Office as a business intake for new IM/IT business application or solution to automate existing or new business processes, enhance exisiting applications by adding new functionality, upgrade in existing technology enviroment and engage SSC resourcing.","L'initiative proposée vise à rationaliser et à réduire les frais administratifs dans les processus de données et d'exigences numériques (EDR) en intégrant des technologies d'IA et/ou d'automatisation.  Les processus et l'outil sont utilisés par le Bureau de gestion de projet comme une nouvelle application ou solution opérationnelle de GI-TI afin d'automatiser les processus opérationnels existants ou nouveaux, d'améliorer les applications existantes en ajoutant de nouvelles fonctionnalités, de mettre à niveau l'environnement technologique existant et de mobiliser les ressources de SPC.",GC employees,Employés du GC,Government of Canada,Gouvernement du Canada,,In development,En cours de développement,2025,"Generative AI Tool - LLM Search, Process Optimization and workflow automation","Outil d'IA générative – Recherche grand modèle de langage, optimisation des processus et automatisation du flux de travail",AAFC Sharepoint Sites,Sites SharePoint d'AAC,N,,,Y,"Enabling the current process with AI and automation would help to identify discrepancies between other systems involved, help with cost and timeline  estimations, peform comparative analysis of project types and lessons learned, identify similar initiatives and provide comprehensive reports to project managers and directors facilitating collaboration.  The objective is to reduce the administrative burden by at least 50%.","L'activation du processus actuel au moyen de l'IA et de l'automatisation aiderait à cerner les écarts entre les autres systèmes concernés, à estimer les coûts et les délais, à effectuer une analyse comparative des types de projets et des leçons apprises, à cerner des initiatives similaires et à fournir des rapports complets aux gestionnaires et directeurs de projet pour faciliter la collaboration.  L'objectif est de réduire le fardeau administratif d'au moins 50%."
2526-CBSA-ASFC-001,Automatic detection of guns and gun parts,Détection automatique d'armes à feu et de pièces d'armes à feu,Canada Border Services Agency / Agence des services frontaliers du Canada,Machine learning algorithm in development for postal X-rays to automatically detect guns and gun parts,Algorithme d'apprentissage automatique en cours de développement pour les rayons X postaux afin de détecter automatiquement les armes à feu et les pièces d'armes à feu,GC employees,Employés du GC,Vendor,Fournisseur,SeeTrue,In development,En cours de développement,2025,Object recognition in x-ray images,Reconnaissance d'objets dans les images radiographiques,Dataset of images collected by CBSA S&E,Ensemble de données d'images recueillies par S et E de l'ASFC,N,,,Y,,
2526-CBSA-ASFC-002,Fuzzy Search (SSAName3),Recherche floue (SSAName3),Canada Border Services Agency / Agence des services frontaliers du Canada,"Fuzzy Search (SSAName3) is a critical software tool used by CBSA to flag high risk travellers and goods. Utilized to conduct fuzzy name searching and matching across a number of CBSA’s lines of business solutions (Travellers, Commercial and Intelligence & Enforcement), particularly mission critical systems. The software processes data across multiple different datasets so they are properly indexed, identified, scored and ranked.","La recherche floue (SSAName3) est un outil logiciel essentiel utilisé par l'ASFC pour signaler les voyageurs et les marchandises à risque élevé. Utilisé pour effectuer la recherche et l'appariement de noms flous dans un certain nombre de secteurs d'activité de l'ASFC (voyageurs, commerce et renseignement et application de la loi), en particulier les systèmes essentiels à la mission. Le logiciel traite les données provenant de plusieurs ensembles de données différents afin qu'elles soient correctement indexées, identifiées, notées et classées.",GC employees,Employés du GC,Vendor,Fournisseur,Informatica,In production,En production,1994,,,Enforcement,Exécution,Y,"CBSA PPU 1101, CBSA PPU 018, CBSA PPU 031, CBSA ADM 111, CBSA ADM 116, CBSA PPU 013, CBSA PPU 002, CBSA PPU 023, CBSA PPU 008, CBSA PPU 016, CBSA PPU 035, CBSA ADM 114, CBSA IST 002, CBSA PPU 200, CBSA ENF 109, CBSA PPU 062, CBSA ENF 104, CBSA PPU 015; CBSA PRO 002, CBSA PRO 004, CBSA ENF 101, CBSA ENF 119, CBSA IST 003, CBSA PPU 045, CBSA PPU 1103, CBSA ENF 120, CBSA PPU 1402","ASFC PPU 1101, ASFC PPU 018, ASFC PPU 031, ASFC ADM 111, ASFC ADM 116, ASFC PPU 013, ASFC PPU 002, ASFC PPU 023, ASFC PPU 008, ASFC PPU 016, ASFC PPU 035, ASFC ADM 114, ASFC IST 002, ASFC PPU 200, ASFC ENF 109, ASFC PPU 062, ASFC ENF 104, ASFC PPU 015; ASFC PRO 002, ASFC PRO 004, ASFC ENF 101, ASFC ENF 119, ASFC IST 003, ASFC PPU 045, ASFC PPU 1103, ASFC ENF 120, ASFC PPU 1402",N,,
2526-CBSA-ASFC-003,Client Reporting and Engagement System (CRES)/ReportIn,Système de Rapports et d’engagement des Clients (SREC)/JeMePrésente,Canada Border Services Agency / Agence des services frontaliers du Canada,The Canada Border Services Agency (CBSA) developed a voluntary Remote Reporting tool to enable individuals subject to reporting conditions are able to report remotely to the CBSA. The app uses automated facial recognition software and geographic data to verify the identity and location of individuals. CBSA staff review every report made by an individual. ,L'Agence des services frontaliers du Canada (ASFC) a mis au point un outil volontaire de déclaration à distance pour permettre aux personnes assujetties à des conditions de déclaration de se présenter à distance à l'ASFC. L'application utilise un logiciel de reconnaissance faciale automatisé et des données géographiques pour vérifier l'identité et l'emplacement des personnes. Le personnel de l'ASFC examine chaque rapport d'une personne. ,Both employees and public,Les employés et le public,Vendor,Fournisseur,Amazon,In production,En production,2024,Workflow assistance & process optimization through image and object recognition,Assistance au flux de travail et optimisation des processus grâce à la reconnaissance d'images et d'objets,Direct input by individual via ReportIn app,Saisie directe par la personne via l'application JeMePrésente,Y,CBSA PPU 1801,ASFC PPU 1801,Y,,
2526-CBSA-ASFC-004,Primary Inspection Kiosk,Kiosque d'inspection primaire,Canada Border Services Agency / Agence des services frontaliers du Canada,Self-service option for travellers arriving at Canadian airports to complete Primary Processing while crossing the border.,Option libre-service permettant aux voyageurs arrivant dans les aéroports canadiens d'effectuer le traitement primaire lorsqu'ils traversent la frontière.,Members of public,Membres du public,Other,Autre,Airport Authorities,In production,En production,2017,Face Verification,Vérification faciale,Photo of the traveller from their passport with the current photo taken at the kiosk,Photo du voyageur figurant sur son passeport et photo actuelle prise au kiosque,Y,,,,Match score,Score du match
2526-CBSA-ASFC-005,Security Screening Automation Project,Projet d'automatisation du filtrage de sécurité,Canada Border Services Agency / Agence des services frontaliers du Canada,"The Security Screening Automation (SSA) Project is designed to expedite the review of security screening referrals. While the project seeks to automate many components of the triage function to support officers in their review of security screening referrals, the deployment of a Large Language Model is the only AI component being deployed within the project. Data, provided as part of the referral, is assessed against pre-defined areas of concern. These potential concerns are then identified to screening officers to support their review of the referral. The semantic capabilities of open-source large language models (LLM) are then used to create short narrative summaries to assist the screening officers. The LLM is asked to attempt and identify the existence of certain pre-determined areas of concerns.                                    ","Le projet d’automatisation du contrôle de sécurité  est conçu pour accélérer l'examen des renvois aux enquêtes de sécurité. Bien que le projet vise à automatiser de nombreuses composantes de la fonction de triage pour aider les agents dans leur examen des renvois de filtrage de sécurité, le déploiement d'un grand modèle linguistique est la seule composante d'IA déployée dans le cadre du projet. Les données, fournies dans le cadre du renvoi, sont évaluées par rapport à des domaines de préoccupation prédéfinis. Ces préoccupations potentielles sont ensuite signalées aux agents de contrôle pour les appuyer dans leur examen du renvoi. Les capacités sémantiques des grands modèles de langage (GML) de source ouverte sont ensuite utilisées pour créer de courts résumés narratifs afin d'aider les agents de contrôle. On demande au GML d'essayer de déterminer l'existence de certains domaines de préoccupation prédéterminés.                                    ",GC employees,Employés du GC,Government of Canada,Gouvernement du Canada,,In development,En cours de développement,2025,Large language models,Grands modèles de langage,"For training currently STS data is used, eventually data source will be the future Epsilon source system database. Both of these contain the narrative text to be summarized","À l'heure actuelle, les données des STS sont utilisées aux fins de formation. La source de données sera la base de données du système source Epsilon à venir. Les deux contiennent le texte narratif à résumer",Y,CBSA PPU 033,ASFC PPU 033,,Improved efficiency and speed in officer's workload for triaging and evaluating security screening requests,Amélioration de l'efficacité et de la rapidité de la charge de travail des agents pour le triage et l'évaluation des demandes de filtrage de sécurité
2526-CBSA-ASFC-006,Travellers Compliance Indicators,Indicateurs de conformité des voyageurs,Canada Border Services Agency / Agence des services frontaliers du Canada,Travellers Compliance Indicators (TCI) is a series of algorithms to assist border officers in identifying likely compliant travellers. It is currently in development and will not be in production before 2026.,Les Travellers Compliance Indicators sont une série d'algorithmes conçus pour aider les agents des services frontaliers à identifier les voyageurs susceptibles de se conformer. Il est en cours de développement et ne sera pas produit avant 2026.,GC employees,Employés du GC,Government of Canada,Gouvernement du Canada,,In development,En cours de développement,2025,Machine learning,Apprentissage automatique,,,Y,,,,,
2526-CBSA-ASFC-007,Risk scoring for Courier Low Value Shipments,Cote de risque pour les envois de faible valeur par messagerie,Canada Border Services Agency / Agence des services frontaliers du Canada,Development of a data science solutions to assess the performance of probabilistic models for the risk scoring of packages in the Courier Low Value Shipments (CLVS) stream. ,Élaboration d'une solution de science des données pour évaluer la performance des modèles probabilistes pour la notation des risques des colis dans le volet des envois de messageries de faible valeur. ,GC employees,Employés du GC,Government of Canada,Gouvernement du Canada,,In development,En cours de développement,2025,"Machine learning, probablistic modelling","Apprentissage automatique, modélisation probabiliste",Cargo shipment data and enforcement data from CBSA,Données sur les expéditions de fret et données sur l'application de la loi de l'ASFC,N,,,N,Predict the likelyhood of contraband contained within a shipment (Courrier Low Value Shipment).,Prédire la probabilité de la présence d'objets de contrebande dans un envoi (envoi par courrier de faible valeur).
2526-CBSA-ASFC-008,Triaging RADNET alarms,Triage des alarmes RADNET,Canada Border Services Agency / Agence des services frontaliers du Canada,Machine learning algorithm developed in-house to assess radiation portal monitor alarms,Algorithme d'apprentissage automatique développé à l'interne pour évaluer les alarmes de surveillance du portail de rayonnement,GC employees,Employés du GC,Government of Canada,Gouvernement du Canada,,In production,En production,2025,Detects abnormal radiation emissions from cargo containers.,Détecte les émissions de rayonnement anormales provenant des conteneurs.,Set of data from the CBSA radiation portal monitors collected by CBSA S&E,Ensemble de données provenant des moniteurs du portail de rayonnement de l'ASFC recueillies par S et E de l'ASFC,N,,,Y,Identifies what isotopes are present in a marine container,Identifie les isotopes présents dans un conteneur marin
2526-CBSA-ASFC-009,Export Compliance Dashboard,Tableau de bord de conformité à l'exportation,Canada Border Services Agency / Agence des services frontaliers du Canada,Machine learning model developed in-house to assess the risk of outgoing export shipments. ,Un modèle d'apprentissage automatique a été développé à l'interne pour évaluer le risque des expéditions d'exportation sortantes. ,GC employees,Employés du GC,Government of Canada,Gouvernement du Canada,,In development,En cours de développement,,"Machine learning, probablistic modelling","Apprentissage automatique, modélisation probabiliste",Export Declaration data and examination result data from CBSA. ,Données de déclaration d'exportation et données des résultats d'examen de l'ASFC. ,Y,CBSA PPU 1103,ASFC PPU 1103,N,Predict the likelyhood of contraband contained within a commercial shipment.,Prédire la probabilité de la présence d'objets interdits dans une cargaison commerciale.
2526-CER-REC-001,"TradooIT 
",TradooIT,Canada Energy Regulator / La Régie de l’énergie du Canada,Neural Automated Translation software used by the Translation Group for enhanced accuracy and speed given complex regulatory context.,Logiciel de traduction automatisée neuronale utilisé par le groupe de traduction pour améliorer la précision et la rapidité dans un contexte réglementaire complexe.,GC employees,Employés du GC,Vendor,Fournisseur,TradooIT,In production,En production,2020,Machine learning model for translation regularly trained/improved by contextual organizational data.,Modèle d'apprentissage automatique pour la traduction régulièrement entraîné/amélioré par des données organisationnelles contextuelles.,6+ Month old translation data broken out by sentence. ,Données de traduction vieilles de 6+ mois ventilées par phrase. ,N,,,Y,Improved accuracy of translations given regulatory context.,Amélioration de l'exactitude des traductions compte tenu du contexte réglementaire.
